NEW_ID,SPECIES,LOG_DP
174,均质油藏,"-.449490649406904,-.49710877801238,-.544946832317361,-.592988070642995,-.641208529589492,-.689597017747467,.0804494723485399,.0811415242747186,.0818743765089651,.0826365029126534,.0834601090326209,.0843326522863223,.0852537300872024,.0862231990271686,.0872813187266822,.0884326917042985,.0896609355195511,.0910154228492654,.0917123684034309,.0924678987981747,.0932174863468166,.0940257280692843,.0948956895947036,.095796075643564,.0967553289641462,.147653002474308,.154620812523092,.162829829719456,.172468099402168,.184387838499532,.198771824442539,.216436992667182,.237135372247793,.262979624107737,.291890486495641,.322939315429887,.355453895453002,.388642485008749,.421686997194426,.453695344918981,.483937816335912,.51165440696756,.536331858307637,.557467223478344,.574777622363346,.588035568843007,.597145167521231,.602107381442003,.602959807055328,.599858432387885,.592929391688463,.58241041736589,.568481313930112,.551403357627007,.531382618107523,.508666220430211,.483465259800873,.45599401257901,.42645357759936,.395020446385439,.361876806563823,.327164254533791,.291042244420619,.253623502875064,.21504439805326,-.738131304698777,-.786787540650354,-.836543236299793,-.893014005863689,-.95814456072603,-1.03504350229081,-1.12905922406831,-1.24903769131392,-1.41305555420682,-1.82744155596731,.0977496344244456,.0988141517023664,.0999147894820722,.10108306624511,.102344133918375,.10369765566998,.105135584843719,.10669043501857,.108368744239542,.110141924183061,.112032314642086,.114141612234569,.116468470498867,.118995621083312,.121831193960225,.124901552138169,.128438055440038,.132467654300039,.136751985755562,.141967483370189,.175395125847936,.134790498652921,.09330358832412,.0510299256522004,.00802964848643193,-.0356186066114409,-.0798645185502623,-.124644109242124,-.169914575569918,-.215624585093325,-.261737143811974,-.308211772203713,-.35501599747364,-.40211860150033"
175,均质油藏,".0809459235660805,.0817128822120226,.0825370911003579,.0834183944778395,.08435251801528,.0853398062250601,.0864236766165843,.0875992842235367,.08886012433049,.0902495782158334,.0917483739591751,.0934204926965306,.0952810282289069,.0972670917268292,.0995820858802534,.102095672535327,.105066271158891,.108504144638219,.112466722369038,.117316721033406,.123141594852331,.130408660067529,.139110892142519,.150450575422164,.164087366064836,.18013259405998,.198811543469524,.220324692423372,.2446393704946,.271625865288152,.300880384045348,.331867941512922,.363884874154507,.396118866938271,.427783307859018,.45802911676802,.486192217746031,.511589163552297,.533773510557072,.552321755352268,.177841006131045,.137740025526121,.0967296882036537,.0548791644782304,.0122788987508696,-.0310138670486678,-.0749247969997952,-.119405745089681,-.16439635736863,-.209855483631729,-.255734835161096,-.301998686072856,-.348609101241879,-.395534587705181,-.442746042040784,-.490215290409477,-.537904134015596,-.586773786145411,-.642337518299784,-.706553817682758,-.782526223308256,-.875579710978527,-.994583024701903,-1.1576240284665,-1.56902394283783,.0681031041739437,.0684882029741854,.0688960981734121,.0693208452788799,.0697794337487633,.0702652000084676,.0707794176902056,.0713208206288326,.0719107409864654,.0725514979858998,.073235354479595,.0739865511191787,.0743760233101639,.0747958376276444,.0752136298304562,.0756620486738584,.0761427357116684,.0766384550907322,.0771647023377373,.0777101743969144,.56700262558412,.577652512214622,.584209991214514,.586717436012585,.585233411276951,.579933574553936,.570955244003504,.558538965326445,.542868443627785,.52419722056422,.502729805869547,.478700781531131,.452315945964276,.423776312220088,.393275631738666,.3609786569717,.327059588426018,.291650605895812,.254903481604081,.21692379203835,.0782915704427021,.0788932327181831,.0795339911422243,.0802180325806173"
176,均质油藏,".108190520333518,.10976709684415,.111473557142753,.11331554533913,.115266669422711,.117343107133318,.119662390897195,.122215177343304,.124980392012103,.128076934411701,.131438356286411,.135279772089132,.139626462463289,.144253050166093,.149807067498155,.15587037351562,.16316851605533,.171657263736143,.181535325871044,.19345515781798,.207618581270216,.501508005438724,.485101669161397,.465856605993234,.443955957611905,.419611386640542,.393010383053072,.364337242790933,.33377090821165,.301464630506613,.267581197193886,.23224513503813,.195599738072776,.15774553925743,.118805866887059,.0788622665811667,.0380192062207985,-.00365642374847188,-.0460772381725565,-.0891875793714168,-.132915203047838,-.177213084394296,-.222022242655922,-.267302330694497,-.313005897302348,-.359097795621046,-.405540530083313,-.452303026580328,-.499356329663876,-.546672569015383,-.594230067334554,-.642003483372505,-.689977304197712,-.738128190931079,-.786445822651043,-.834908450156615,-.883492867003712,-.93317572317764,-.989564792039458,-1.05460327380827,-1.13139711871903,-1.22528952150655,-1.34512164291681,-1.50896201884513,-1.92270657175341,.0829259844265646,.224637601501486,.24432383388249,.268241219804459,.294276954115553,.321588297654339,.34958656361142,.377584505631968,.404925866709377,.430891312011769,.454913095852466,.476401520090066,.494958499937987,.510207554066812,.521928407250473,.529965531200315,.534247042905752,.534798119553281,.531657093209688,.524970080993552,.514850926196084,.083671844467643,.0844619509749109,.0852831545724666,.0861718003685465,.0871138909613487,.0881079817790243,.0891542517807382,.0902984047482624,.0915452105734478,.092875676307469,.0943460424952593,.0951018848569806,.0959234920358106,.0967368371965154,.097616007415289,.0985641706253014,.0995455500717835,.1005924050111,.101677524214305,.102840937631225,.104043523626016,.105323209923832,.106705855966813"
177,均质油藏,".101160649332918,.102466792293085,.103850711641661,.105345341109839,.106954317813997,.108658438854453,.110468653034754,.112480881591702,.114687230220524,.117071215925224,.11972996793191,.122611303132974,.125885631441505,.129576749816546,.133508546395619,.138198900196942,.143315308651827,.149452358113128,.156587012137659,.164882432977067,.174924769499706,.218280139956544,.239072200885506,.262096028943941,.286717834710134,.312485465199238,.338843251025418,.365195286723287,.390865272862375,.415265366470859,.437764745827941,.457897358382133,.475196034459546,.489359507334527,.500128735038078,.507358027063203,.510981665717139,.510978457207162,.507428544096744,.50040127157696,.490065915991727,.476552185377946,.460068111536173,.440778347024575,.418893285523275,.394591909519428,.368065762468684,.339492687585198,.30903652488119,.276863776944771,.243109763949341,.207924127424672,.17141692197513,.133718910478297,.0949194602146012,.0551306273683833,.0144255137689682,-.0271012374396626,-.0693890974319538,-.112359107979148,-.155960429188523,-.20012798556442,-.24481843192538,-.289978853228365,-.335571736357796,.186896105297566,.201388434454851,-.381554736158162,-.427894903813548,-.474559017416647,-.521517717024372,-.568745601882576,-.616216144397792,-.663910605121627,-.711804698564174,-.759885324887302,-.808129978231722,-.856513215892765,-.906008506638224,-.962202158785614,-1.02703910164288,-1.10362313887186,-1.19729090326084,-1.31688529233405,-1.48047295885843,-1.89339837807158,.0799559453060925,.0806255998858684,.0813347758815517,.0820722356207911,.0828693711088175,.0837140456170022,.0846060110131352,.0855447688235299,.0865697585192928,.0876851795494647,.0888752222350292,.0901874474562545,.0908636362427728,.0915965171491209,.0923233160195234,.09310698883975,.0939503642075843,.0948223300205062,.0957509347985826,.0967133833570855,.0977432553502745,.0988080675581327,.0999409765592258"
178,均质油藏,"-1.60123987020762,.0671175295034801,.0674716529856526,.067846586316215,.0682370341592992,.0686582633368364,.0691043616610011,.0695764457824295,.0700734867675937,.0706146845593822,.0712022053230138,.0718291469903877,.072517462357864,.0728743675247133,.0732588413606045,.0736416814665402,.0740523849898566,.074492440920378,.0749463244135302,.0754280300670125,.0759273627357273,.0764594565849799,.0770101438063796,.0775966665535672,.0782226737324151,.0788886768058971,.0795903163603714,.0803442080470859,.0811501484340317,.082004972103394,.0829080829940945,.0838994162941333,.0849737955888702,.0861252521404891,.0873931189426456,.0887625056122961,.0902859882998726,.0919767938451396,.0937836320185613,.0958774908701361,.0981554983453126,.100824521442657,.103893825193385,.107419946972795,.111669677914009,.116727680600631,.122939708223455,.130315190735927,.139727185471458,.150803609383763,.163606985026193,.178307298084703,.19506887287921,.213923438498933,.234848871536077,.257642526202583,.282007048355467,.307495836454525,.333559490952181,.359609024468405,.384976152182102,.409078777549777,.431293288037473,.45115704190311,.468207792624471,.482145575639603,.492713621918157,.499766189392165,.50323752864976,.503105671678838,.499449117968201,.492336060134157,.48193330127892,.468369182102537,.451849108483578,.432536265832399,.41063872807474,.386334031213619,.359811921164417,.331248927924936,.300807638939696,.268653451188392,.234920888581869,.199758718410376,.163276529801841,.125604426181402,.0868315246713698,.0470693998155435,.0063910320577988,-.0351092796068128,-.077371055913484,-.120315579827871,-.163892023456647,-.208035475850326,-.252702585689505,-.297840544998413,-.343411827003792,-.389374150172959,-.435694550171761,-.482339835899105,-.529280632983045,-.576475319410726,-.624877366858338,-.67994760339008,-.743646111691729,-.819069356122907,-.911523616888852,-1.02987615162731,-1.19220330418364"
179,均质油藏,".0794338094118526,.0800880379808802,.0807865132369125,.081529811888157,.0823130677500288,.083154810764237,.0840549377329795,.0850088439019209,.0860171783035597,.0871242742570827,.0883253879412138,.0896138754641231,.091034186287675,.0925659912809262,.0942762409349278,.0961804429939569,.0982126975471896,.10058483608024,.10315993565508,.10620855225857,.109740887971197,.113815782118843,.118814617861084,.124826700773025,.132340554053588,.141345621708136,.153100893995717,.167251134344429,.183899548082941,.203260022874105,.225514191681651,.250596051298998,.278335062926183,.308284291479371,.339864037633568,.372339958821724,.404873008271848,.436670319761112,.466881621122194,.494855880562382,.519927172479623,.541669724557413,.559685290503668,.573762564619282,.583762461239475,.589639613157355,.591455588580338,.589280810108539,.583303331653214,.573668696789857,.560623619427893,.544356980216823,.52512386804354,.503131445955866,.0684149678344742,.0688082489476635,.0692248134795126,.0696585811556121,.0701269179149868,.0706230045280107,.0711481414185214,.0717010317919353,.0723034730495764,.0729578325319421,.0736561934560347,.478613052314928,.451775189027346,.422816359470103,.391929684904488,.35927714919838,.325031556453975,.289322579175465,.252300259753897,.214068109805043,.174753808601591,.134440634217918,.093235717918857,.0512069761812757,.00844328891868259,-.0349990683267659,-.079047165645177,-.123653605818518,-.168759284291621,-.214323635173209,-.260299470663727,-.306651523697844,-.353342821731661,-.400342233778943,-.447621491680687,-.495152708166699,-.54289836271941,-.591820610292104,-.647438718316707,-.711710569569289,-.787740145183917,-.880854006122846,-.999919992616121,-1.16302581328048,-1.57462947553159,.0744233264340901,.0748210331674387,.0752497331855525,.0756763559617108,.0761342565697194,.0766251135257786,.0771313252086974,.0776687155242961,.0782257273933266,.0788194281282337"
180,均质油藏,".0702082921678746,.0705435019472988,.0709021862350979,.0712721299556384,.0716643962287765,.0720710327290536,.0725039367199474,.0729520464581939,.0734291880787165,.0739378271661664,.0744784385515474,.0750475754421089,.0756585321621118,.0763110142779315,.0770034115173981,.0777343044356896,.0785353030314115,.0794017494040023,.080329043833639,.0813478907390387,.0824490465502615,.0836685056957309,.0850165694984345,.0864588740287572,.0881163945193906,.0899224649924781,.0920158490980817,.233558271360477,.251727967534483,.270379937771055,.289123044183535,.307555090558735,.325214089474428,.34169357823635,.356554723361074,.369454863159853,.380053410521972,.38810757638512,.393411503192735,.395828347947072,.395286222865051,.391742256047801,.385233065897166,.375790402747636,.363523628982517,.348518404865315,.330922047569897,.310854765819575,.28847451997816,.263919402210061,.23734027011944,.208879948535916,.178673048015284,.146857806437443,.11354964257067,.0788764506218677,.0429351636963291,.00584042165780941,-.0323269553095702,-.0714665226178145,-.111510770266632,-.152373201252621,-.193997000145701,-.23630874643259,-.279260113105609,.0944049652971147,.0971369083539953,.100374202874857,.104187443852608,.108791483879844,.11420807516335,.120960586776178,.128713075154342,.137488683216261,.14739294884806,.158536169583327,.170979663162769,.184768951736116,.19986597364651,.216188856557787,-.322789610587228,-.366855624890314,-.411407367705707,-.456408536696061,-.501817826542164,-.547603146140015,-.593716058231591,-.641092820954377,-.695079972763113,-.757640211337451,-.831854443085405,-.92298833924222,-1.03990514884565,-1.20065657322459,-1.60451526544209,.0648607567591495,.0651522217931297,.0654606044504774,.0657818256267967,.0661278578063138,.0664941438477514,.0668816663839807,.0672896713958442,.0677332346868012,.0682141780890651,.0687272299898913,.0692896807548068,.0695815265868069,.0698953529884196"
181,均质油藏,".0700590829563586,.0703902623540242,.0707445637482958,.0711099836801392,.0714974003194993,.0718990053345454,.0723264909537869,.0727689948070973,.0860890315778175,.0877210138347385,.0894994031294669,.0915589571151529,.0939080156143936,.0965931691231028,.0997705768579619,.103510032254715,.108017946604262,.113316679533582,.119906942331918,.127451657806556,.135967994165181,.145551617815106,.15630182379824,.168272368479503,.181501706103216,.195951681860561,.211543026024056,.228107247170878,.245412961601302,.26316227268976,.280987735417484,.298510052297076,.315292046111777,.330945895248859,.345051492769638,.357276869422529,.367290684848936,.374853051450276,.379758365826587,.381867073719099,.381101237268467,.37741206528911,.3708270067217,.361370526343716,.349142331270485,.33422064963523,.316744330612887,.296826764655248,.274619367228413,.250254456088501,.223878315666073,.195629210291639,.16563882010596,.13404200657141,.100952451564612,.0664957004058892,.0307677310823182,-.650690748419386,-.704555920123114,-.766985474158996,-.841058031909424,-.932033998433974,-1.04877454357615,-1.20932670596463,-1.61251866570192,.0732401225310771,.0737422706442123,.0742759148583592,.0748376698056516,.0754406183576058,.0760844654234052,.0767676883703607,.077488836195899,.0782789871803241,.0791335349129749,.0800479714210709,.0810524626584505,.0821380936296161,.08333989850663,.0846680025926751,-.0061183465506313,-.0440821957219298,-.0830242875988378,-.122877329006212,-.163555295800282,-.205001446520414,-.247142521625424,-.289930195238159,-.333302922551754,-.377219056004801,-.421627604914302,-.466492219069004,-.511771293870138,-.557432686869862,-.603427684643887,.0647721200336287,.0650604758962344,.0653655375687099,.0656833062609271,.0660255462005307,.0663877886650283,.066771013837221,.0671744875799645,.0676130236479047,.0680884282947651,.0685955392636463,.0691513534619823,.069439774208495,.0697498377255574"
182,均质油藏,".0768576661250043,.0776305374343099,.0784664411324834,.0793609604906258,.0803436423507538,.0814057625353315,.0825815724403193,.0838810154222785,.0852714759950329,.0868684197666624,.0886086247542517,.0906242421771194,.092923595926676,.095551974490524,.0986640140333199,.102327782302646,.10674878481775,.111949016871398,.118427976790933,.125865570755635,.134288492438379,.143805694547286,.154533308080195,.166544650325056,.179901561414061,.194587130259585,.210545388554858,.227622287005772,.245599646974976,.264179680727921,.282990859206992,.301638620914734,.319664981569557,.336657392762279,.352165508902892,.365831325855406,.377292834167493,.386288569620735,.158720097795995,.125901666804162,.0916784211503224,.0561504137846146,.0194347845078281,-.0183850224689127,-.0572060415049233,-.0969586378460462,-.137553920573144,-.178933384872934,-.221021412938684,-.263768343503258,-.307110710835868,-.351005847896027,-.395401212968944,-.440259671080999,-.485538376982567,-.531204579582234,-.577208579883543,-.624484729202949,-.67836821634183,-.740822891804539,-.814928959877319,-.905949321303919,-1.02274912385323,-1.18338070418857,-1.58687161348602,.0653218624473159,.0656558270314101,.0660093426355694,.0663833679931387,.0667771721173047,.0672052901667254,.067669482992836,.06816467844645,.0687075405306115,.068989246993364,.0692921537266298,.0695942234010718,.0699177766502389,.0702639762918817,.070621041168714,.392588408640773,.396037805302945,.396543325723842,.39404745289929,.388570992709447,.380134706380624,.368838564783075,.35476079243502,.338044858378778,.318806687960338,.297204335039859,.273374195831508,.247469506594711,.219633325815151,.190003608587709,.0644329245078636,.0647142173703706,.0650118397334151,.0709996434408057,.0713921238951408,.0718099462844342,.0722424587338472,.0727030134553822,.0731939330149407,.0737156826844615,.0742649369415621,.074854530305476,.0754841595390796,.0761523562451884"
183,均质油藏,"-1.60174656814891,.135875084650172,.145890282278807,.157271763194803,.170154784065073,.184604462275508,.200661476288193,.218253292169984,.23724813999473,.257393434605632,.278354654458706,.299724044342684,.321013224371954,.341745450040189,.361385821249969,.379488617520099,.0656173090534658,.0659297735652594,.0662604644369739,.0666048905079799,.0669761402268079,.0673692002044102,.0677850909047746,.0682229698428434,.0686993134781512,.0692160595502034,.0697673817721943,.070372159452909,.0706858837529754,.0710234871755818,.0713599419952962,.0717205688066384,.0721066668409471,.0725048940797749,.0729273115626667,.0733652031008781,.0738315704753246,.0743142912490519,.0748283793488626,.0753766779775947,.0759596712932829,.0765735938359402,.0772328873591105,.077937274090325,.0786846890562538,.0794738895089877,.0803393693615176,.0812762069567786,.0822793248223395,.083382352254926,.0845743650382331,.0858964439352292,.0873598405348897,.0889249998288157,.0907285414295343,.0926929103468799,.0949774855371544,.0975910094526283,.100583977799375,.104149307531865,.108362641600168,.113477552840849,.119512992784813,.127095180785591,.395584203303156,.409326707176666,.420385092082854,.42853828272808,.433616914431875,.435518066544501,.434217536730938,.429709391857878,.422076637482185,.411385655763191,.397783561727449,.38138559625766,.362365625603377,.340867181582529,.317064319130137,.291112033824028,.263169233194931,.233389834309594,.201911196006822,.168877918146646,.134405167148632,.0986236945213198,.061628773328111,.0235355080639283,-.0155774065951946,-.0556105843057388,-.0964986283395403,-.138157008964988,-.180530811803282,-.223549086214542,-.267165136697481,-.311320184250031,-.355973982459667,-.401078525194636,-.446598642058427,-.49249577085748,-.538738750207944,-.585281468378192,-.633066998954506,-.687487244548027,-.750504398113184,-.825205901612181,-.916874008307388,-1.03437457536207,-1.19576998859245"
184,均质油藏,".0878928800227411,.0890650571289093,.0903377554475646,.0917039830582767,.0932111698874998,.0948354734173817,.0966533885491758,.0986817226298137,.100844915678695,.103381414653516,.106132539590708,.109408965173227,.113220798521836,.117630090853375,.123083868790804,.129675661059068,.137969353356296,.147940856666878,.161051040072722,.176909521717862,.195597818370264,.217297490714357,.242133303748095,.269931047400991,.300388700645099,.332917318024039,.366792351436443,.401177358636343,.435145006386759,.467877083802065,.498513618014481,.526437895544268,.551031337164402,.571926645447006,.588797229100475,.601489711099112,.609936027704256,.614138551468233,.614215553617642,.610273711971599,.602538808892931,.59118236187065,.576471132726443,.558611090297369,.537864058218602,.514446794144877,.488591145917262,.460507335532054,.430388430879556,.398427180998746,.364779045226833,.329614010775963,.293055645202425,.255249990131494,.216295439333281,.176315294921541,.135388761015765,.0936186527129572,.0510697081825497,.007826752812163,-.0360564098963721,-.0805105667342705,-.125490251892402,-.170939719174474,-1.58069940256022,-.216819921270214,-.263086672573937,-.309705906588298,-.356643309129787,-.403868702210347,-.451356150738942,-.499078526068994,-.547000210912657,-.596086217195255,-.651874416973693,-.716321069755428,-.792531744836204,-.885838242924573,-1.00510616020908,-1.1684233737159,.0692594513755062,.0696758233913529,.0701168677660509,.0705761118167893,.0710720009632733,.0715972576898977,.0721532843526691,.0727386719190052,.0733765441149466,.0740694012568914,.0748088169788584,.0756210425261092,.0760420643359056,.07649590979934,.0769475256086637,.077432246082879,.0779518580532347,.0784877195229061,.0790565861979288,.0796461891579584,.0802746193007042,.0809248976412721,.0816170898534772,.0823562106188829,.0831428768949446,.0839720010356091,.0848630570191931,.0858161068029577,.086825475032486"
185,均质油藏,".104014662987949,.108251675044431,.113408926251304,.119504141339529,.127193581911981,.136147977683044,.146423401916426,.158177168843729,.171575186458245,.186708003434548,.203642690290339,.222317318057547,.242606381873131,.264242025570998,.286866853563676,.310034247200791,.333210189338891,.355870490534755,.377428838206858,.397399588881048,.415271561884913,.430674323322118,.443252531921601,.452775357373361,.45906607357149,.462022499641359,.461625617438727,.457876361203766,.450870042644351,.440682907425135,.427476821155253,.411377874375245,.392573934793993,.371219077591553,.347498956387223,.321577989066212,.293623828461318,.263798268368401,.232244834109515,.199114359771877,.164526171938944,.128615746734049,.0914811004217123,.0532408002043952,.0139753426708579,-.0262134159580699,-.0672588830278378,-.10907481423356,-.151605487162971,-.194778803245776,-.238547510493049,-.28285210569597,-.32765195273193,-.372898637625072,-.41855671334075,-.464587444530723,-.510959471173905,-.557626592756938,-.605533656200417,-.660085826851984,-.723246246694732,-.798105243857499,.0654802689801064,.0657913024933661,.0661205371516646,-.889951372183203,-1.00765392354304,-1.16928185448907,-1.57605201924239,.0664634431533384,.0668331805208757,.0672246922890071,.0676389957376039,.068075221363842,.0685499359261177,.0690650614766582,.0696147198447106,.0702178653620337,.0705307393253698,.0708675451764402,.071203120423175,.071562913735049,.0719482246634787,.072345634297233,.0727672616296765,.073204344980057,.0736699380256246,.0741518619990517,.07466519377046,.0752127641066966,.0757950528530095,.0764082695498337,.0770669090946132,.0777706752629032,.0785174728910934,.0793060691017161,.080171022976437,.0811074176703297,.0821101544608499,.0832129433517801,.0844046489243483,.0857267342887829,.0871905224974287,.0887560352885277,.0905609462230844,.0925263909400774,.0948142285069221,.0974333704405722,.100433491469145"
186,均质油藏,".17818924498078,.196883355401032,.218510323743128,.24317005869927,.270673721134763,.300707032731193,.332686159081833,.365895346390381,.399520527928215,.432658315300261,.464517171783322,.494263995719575,.521302540129941,.545035553195511,.565107242992109,.581204068855336,.593177194997816,.600963991813265,.604567248893555,.604105012481621,.599682240795624,.591521032668357,.579790113725881,.56475103740245,.546606471340448,.525612910926474,.501983683473837,.475945995460607,.447706809376398,.417455539003082,.385382050901012,.351639109357663,.316394289447349,.279769243214136,.241908067978192,.202907814052325,.162890248983259,.12193363048168,.0801395732135867,.0375721389726351,-.00568478340244906,-.0495778821205395,-.0940386733489946,-.139022054152111,-.184472843947141,-.23035226627561,-.276616570626989,-.323231894335341,-.370164253939013,-.4173836257891,-.464864322281833,-.512579332260669,-.560493225375678,-.609570949359301,-.665349536426255,-.729784973871918,-.805982477837178,-.89927319549223,-1.01852205938117,-1.18181603784266,.130610011292,.138993952996815,.149063630220455,.162269362650532,-1.59400870027039,.0694662342137546,.0698869480960776,.070332568724693,.0707965680701601,.0712975562802119,.0718281999939784,.0723898822320081,.072981216279996,.0736255333121428,.0743253667747796,.0750722028110657,.0758925796471832,.0763177733531371,.0767761273270979,.0772322310143883,.0777217776288886,.0782465708423172,.0787878134489679,.0793624077304636,.079957946713135,.0805927318736223,.0812495771181871,.0819487137532541,.0826953720127301,.0834901602450491,.0843279507700914,.0852283974509898,.0861916298598322,.0872117688253833,.0882906934922911,.0894758511651431,.0907629621055597,.092144911238432,.0936698674102665,.0953136181193891,.0971540644499259,.0992081318523253,.101398809576802,.103968751385156,.10675697685144,.11007804396303,.113941602262204,.118412020541107,.123936158143038"
187,均质油藏,".281297675062733,.298533310188249,.315003203363772,-.0912639335717624,-.13118441128471,-.171933422156984,-.213432391251056,.0706036623601426,.07100706306764,.071436584983475,.0718942837656263,.0723806107822127,.0728924904715175,.0734418384503867,.0740283470194743,.0746508242255992,.075307765302068,.0760273241440721,.076805239274005,.0776374633070277,.0785512624662495,.0795389779087905,.0806314031126828,.0818377617013827,.0831289268262599,.0846094288218072,.0862230993210105,.0880885147020897,.0902137098441994,.092640866679799,.0955065915845482,.0988744366000625,.102927133523873,.107687426026422,.113595600329474,.120350947922952,.127975992659406,.136569477544295,.146238278288093,.157058058353982,.169098501763743,.182366351204052,.196838980646607,.212408101483861,.228911378515723,.0637149573405756,.0639779451135219,.0642561639188361,.0645459958000266,.0648581142150075,.0651884727050938,.0655379906541621,.0659059957716999,.0663059325280934,.0667394557635654,.0672019090609529,.0677087079486833,.0679717534657745,.0682544748362527,.068536512688136,.0688385009624062,.0691615242320782,.0694946800151317,.0698478558782656,.0702139839152916,.246106959567417,.33027440330679,.343987739557463,.35576989701264,.365340214333993,.372437724043178,.376879942626365,.37853477191116,.377315149347705,.373205026935938,.366198165007251,.356365219090113,.343761969448079,.328512065826056,.310714301278655,.29051567780161,.268040740098499,.243438339911328,.21684437919194,.188396713799536,.158231695916521,.126470381295483,.0932422156528648,.0586503327385866,.0228130041902215,-.0141831485603193,-.052232970047174,-.255629601637979,-.298458608303058,-.341875063525048,-.385823540789113,-.430265541077642,-.475155496366321,-.52045955256583,-.566125728905042,-.613082821383979,-.666630567868226,-.728733923356344,-.802468726362951,-.893086058961133,-1.00945094462409,-1.16961000102682,-1.5715736028614,.263684920556191"
188,均质油藏,"-.353672591066149,-.401211584976303,-.448987849421402,-.496975281910641,-.545140940313097,-.594453763413666,-.650477418521007,-.715165811924934,-.791626633512385,-.88519882524571,-1.00474455507898,-1.16835143083696,.0705235320543897,.0709752868520904,.0714538284888925,.0719521116494365,.0724901638297643,.0730600154882781,.0736632808746259,.0742983538070033,.0749902769424483,.0757417602627175,.0765436528961102,.0774243181871498,.0778807394009907,.078372644708325,.0788621730442025,.0793874546589184,.0799504503656326,.0805310358456055,.0811473038006996,.0817859677853252,.0824665755862593,.0831707796219264,.0839197345754999,.0847195770132434,.0855710140590819,.0864687137371439,.137401187023323,.147092850314005,.158806606895092,.174384572079697,.193361043087015,.215751643301937,.241648388465989,.271039800542465,.303534039742839,.338582144301099,.375356579907566,.412905480887654,.450256646521446,.486376286565022,.520441920685873,.55161264603961,.57934780869623,.60312284758781,.62266832660335,.637774704203444,.648376659052713,.654512587076292,.656254192345141,.6537996441401,.647306965276859,.63705186420857,-1.58154621264284,.0874333846186375,.0884654660235868,.0895571470252328,.0907125305018996,.0919815135862055,.0933612581345123,.0948443751632407,.096482805869849,.0982458703844029,.100228246324165,.102449011743544,.104814281887773,.107611929746783,.11064133167691,.114290144366174,.118567974658439,.123541649758218,.129786446169779,.623241794020792,.606167700804864,.586058366151524,.563181670767083,.537766350609505,.510039918453091,.48021638009706,.448480045950396,.415022009012555,.379988224933607,.343543969411365,.30580431630158,.266909248091352,.226950210657955,.186044124438557,.144264729469749,.101708656899365,.0584364003020245,.0145270219228844,-.0299689767751077,-.0749876465928507,-.120486107334734,-.166413359989943,-.21273239581933,-.259403266262158,-.306393520818149"
189,均质油藏,".0856256119111735,-.0762823909172998,-.121073645783927,-.166356224125642,-.21207868509254,-.258203917496897,-.304691375054018,-.351508494756097,-.398624022371619,-.446008953431829,-.493639910646778,-.541490685088567,-.589527700471748,-.638718007388842,-.694611633953811,-.759162767758155,-.835477203248074,-.928888961589042,-1.04825993801469,-1.21167548112369,-1.62423708033499,.0865220161891733,.0874857073602692,.0885171804887011,.0896089485680565,.0907644502008458,.0920348763990135,.0934164680246249,.0949015191952114,.0965426241041874,.0983112248529661,.100297975484508,.102521225399527,.104890964021671,.107685749480786,.110717836946483,.114349789856513,.11858964978747,.12351047157001,.1296202668371,.137024224080449,.146342613998347,.157535401512631,.172209830871306,.189827252827296,.210366653733487,.233895518085476,.260397827245263,.289555862918268,.320917012249799,.353798937578159,.387397606456636,.420878933864208,.453335269844495,.484022939762415,.512169583391546,.537253722843376,.558765577834266,.576419314077197,.589985432027211,.599368387322537,.604570250742999,.605630574104629,.60270798387816,.595931135910387,.585540800170337,.571719326578617,.554730774529176,.534783515706731,.512126928596126,.486974047541177,.459540841245995,.430029955981606,.398619103277266,.365491656033261,.330790079244459,.294674709828808,.257258898302973,.218679659396502,.179027645991124,.138418139295625,.0969245527849117,.054642753919637,.0116331397624755,-.0320254150012335,.0706352441944021,.0710852512598262,.0715618673455176,.0720581038238597,.0725938613383769,.07316128754325,.0737617982479986,.0743939721922349,.0750827327207631,.0758308049363749,.0766290348308188,.0775058843827428,.0779601448177259,.0784498865447551,.0789371970978556,.0794602679329544,.0800210352688617,.080599482486106,.0812136250707553,.0818501251542186,.0825286500117739,.083230696210404,.0839775681737118,.0847756672410228"
